Time,S,T,T1,P,V,I
07:59,127,"22,9","27,9","1215,88890891409","590,578526976215","2,0588098845034"
08:05,111,"23,5","28,5","1059,72835275673","613,692041387157","1,72680804261593"
08:10,125,"24,2","29,2","1193,63699776866","632,957414333289","1,88580933051547"
08:15,126,"24,8","29,8","1213,41604824495","601,593237420102","2,0170041362975"
08:19,142,26,31,"1381,22152838371","612,892865063679","2,25361006322075"
08:25,187,"26,4","31,4","1850,22087149229","638,026462402956","2,89991243391996"
08:30,178,"26,6","31,6","1759,81533110142","616,573783673599","2,85418449129687"
08:34,188,"26,5","31,5","1860,20002322976","638,477528200194","2,9134933354248"
08:39,196,"26,2","31,2","1947,145811901","639,659887893048","3,04403300684467"
08:45,209,"26,3","31,3","2091,53820419667","626,257861159896","3,33973964066962"
08:50,216,"26,8","31,8","2160,55124796408","641,337622950091","3,3688203695672"
08:54,238,"27,2","32,2","2386,23012079294","612,169694119107","3,89798799861639"
09:00,222,"27,6","32,6","2224,23671680438","639,618647374169","3,47744195066162"
09:05,268,"27,6","32,6","2707,95965567886","653,96203568602","4,14085146829381"
09:09,286,"28,8","33,8","2916,00749867175","637,436107821099","4,57458788872084"
09:14,303,"29,8","34,8","3085,89752464454","620,264258476276","4,97513355392308"
09:20,318,"30,3","35,3","3255,0849096391","627,890057094992","5,1841638083889"
09:25,334,"30,6","35,6","3423,92082213326","625,566366758562","5,47331347091863"
09:29,352,"31,7","36,7","3602,07137661369","653,83843389125","5,50911538677276"
09:35,370,"32,3","37,3","3810,2062903853","646,108719746595","5,89715967907022"
09:40,390,"32,8","37,8","4011,84625277959","653,168581910706","6,14212986338655"
09:45,406,"33,5","38,5","4178,88092660576","616,78595882782","6,77525301410489"
09:49,426,"34,4","39,4","4409,10758503057","625,572223518801","7,04811917675891"
09:55,446,"34,5","39,5","4622,68858202572","624,930366695557","7,3971258693494"
10:00,456,35,40,"4738,63091357601","637,049502059634","7,43840297850579"
10:04,473,"35,6","40,6","4920,07396428888","636,838934570091","7,7257744418693"
10:09,389,"36,4","41,4","3987,418856477","644,466202854173","6,18716519007167"
10:15,464,"37,5","42,5","4813,75536889821","631,366797814991","7,62434037639843"
10:20,448,"36,9","41,9","4642,62831027556","627,362794490812","7,4002289441529"
10:24,446,"36,3","41,3","4624,55036430587","633,642661100294","7,29835702077813"
10:30,279,"37,4","42,4","2809,87924368841","626,818847731759","4,48276125368022"
10:35,550,"37,3","42,3","5731,51837367127","645,713708569575","8,87625320262766"
10:39,592,"38,2","43,2","6179,21599803031","644,202488227089","9,59203994234195"
10:44,644,"39,3","44,3","6733,41829022242","640,875287233428","10,5065968751731"
10:50,430,"40,7","45,7","4424,08405461376","610,46645098107","7,24705517805917"
10:55,591,"39,7","44,7","6161,52344107692","620,773096131152","9,9255645572874"
10:59,343,40,45,"3476,50177448568","633,029850438419","5,49184492971058"
11:05,616,"38,3","43,3","6446,9152694669","637,543426701087","10,1121194250655"
11:10,300,"37,8","42,8","3041,94717893907","613,474725577307","4,95855338795981"
11:15,517,"37,4","42,4","5384,5828687313","638,408569645097","8,43438375478683"
11:19,586,"38,1","43,1","6120,70211641635","641,578913449127","9,54006122724868"
11:25,327,"38,5","43,5","3321,35229793358","604,509968050048","5,4942887189225"
11:30,687,38,43,"7197,89902187405","646,850886715993","11,1276016925897"
11:34,704,"39,1","44,1","7359,49525820247","647,877458122391","11,3593939192312"
11:39,737,"41,2","46,2","7708,87840644254","620,747193892473","12,4187084247664"
11:45,794,"43,6","48,6","8297,07382046042","627,036227590683","13,2322080533385"
11:50,768,"44,8","49,8","8012,48294285763","622,273996745966","12,876133318694"
